...1,Unnamed: 0,restaurantname,restauranttype,numofratings,avgCost,online_order,tablebooking,cuisinestype,area,localaddress,rate
4519,4519,Oottupura,Quick Bites,0.011033099,0.0625,1,0,"Kerala, North Indian, Chinese, Rolls, Juices",Malleshwaram,New BEL Road,Okay
4528,4528,Orchid Wine And Dine,Casual Dining,0.000601805,0.133064516,0,0,"North Indian, Chinese, Mughlai",Kammanahalli,Banaswadi,Okay
4531,4531,OrganicFeast,Quick Bites,0.00294216,0.072580645,1,0,"North Indian, Chinese, Healthy Food",Electronic City,Electronic City,Okay
4544,4544,Oyalo,Quick Bites,0.001003009,0.052419355,1,0,Pizza,Rajajinagar,Magadi Road,Okay
4554,4554,Paavani Agencies,Dessert Parlor,0.002607823,0.012096774,0,0,Ice Cream,Marathahalli,Marathahalli,Okay
4558,4558,Padosi Apke Apne,Quick Bites,0.002607823,0.052419355,0,0,"South Indian, Chinese, North Indian",Bannerghatta Road,JP Nagar,Okay
4561,4561,Pai Vihar,Quick Bites,0.003543965,0.072580645,1,0,"South Indian, Street Food, Chinese, Fast Food",Brigade Road,Vasanth Nagar,Okay
4572,4572,Palki Grand,Casual Dining,0.001003009,0.092741935,0,0,"North Indian, Chinese, Biryani, Mangalorean",Bellandur,Bellandur,Okay
4573,4573,Palki Restaurant,Casual Dining,0.006151789,0.092741935,0,0,"North Indian, Chinese, Biryani, Mangalorean",Indiranagar,Old Airport Road,Okay
4574,4574,Palki's,Casual Dining,0.010297559,0.153225806,0,0,"North Indian, Biryani",Bellandur,Bellandur,Okay
4576,4576,Pallavi Bar & Restaurant,"Casual Dining, Bar",0.002607823,0.102822581,0,0,"North Indian, South Indian, Chinese",Banashankari,Mysore Road,Okay
4581,4581,Pan Asian,Quick Bites,0.002607823,0.092741935,1,0,Chinese,"Byresandra,Tavarekere,Madiwala",BTM,Okay
4582,4582,Panchami,Quick Bites,0.000936142,0.052419355,0,0,"North Indian, Chinese",Banashankari,Banashankari,Okay
4594,4594,Pan's Aroma,Quick Bites,0.016248746,0.072580645,1,0,"Bengali, Biryani, North Indian, Chinese, Fast Food",Electronic City,Electronic City,Okay
4600,4600,Pappu Da Dhaba,Quick Bites,0.003744567,0.072580645,1,0,"North Indian, Fast Food, Beverages, Momos",Bannerghatta Road,Jayanagar,Okay
4601,4601,Paprica,"Casual Dining, Bar",0.00782347,0.233870968,0,0,"North Indian, Chinese",Marathahalli,Marathahalli,Okay
4614,4614,Paratha Engineer,Quick Bites,0.002607823,0.032258065,0,0,"North Indian, Chinese",Marathahalli,Marathahalli,Okay
4616,4616,Paratha Junction,Quick Bites,0.010498161,0.052419355,1,0,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Okay
4618,4618,Paratha Mania,"Takeaway, Delivery",0.002607823,0.032258065,1,0,"North Indian, Chinese",Brookefield,"ITPL Main Road, Whitefield",Okay
4620,4620,Paratha Plaza,Quick Bites,0.006352391,0.052419355,1,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,Okay
4621,4621,Paratha Point,Quick Bites,0.002607823,0.04233871,1,0,"North Indian, Chinese",Brookefield,"ITPL Main Road, Whitefield",Okay
4630,4630,Parijatha Paradise,Casual Dining,0.002607823,0.092741935,1,0,"South Indian, North Indian, Fast Food, Chinese, Street Food",Banashankari,Banashankari,Okay
4637,4637,Parivaar,Delivery,0.001270478,0.112903226,1,0,"Biryani, North Indian, Chinese",Jayanagar,Koramangala 7th Block,Okay
4643,4643,Parrattha Ssinghh,Quick Bites,0.002607823,0.04233871,1,0,North Indian,Bellandur,Bellandur,Okay
4644,4644,Parvas Biriyani Park,Quick Bites,0.002607823,0.072580645,0,0,"Andhra, Biryani, Chinese",Brookefield,Brookefield,Okay
4648,4648,Pasta Twist Plus,Casual Dining,0.001270478,0.072580645,1,0,"Fast Food, Continental",Bellandur,Bellandur,Okay
4660,4660,Patra Snacks & Sweets,Sweet Shop,0.002607823,0.032258065,1,0,"Mithai, Street Food",Marathahalli,Marathahalli,Okay
4661,4661,Pattikattan Biriyani,Quick Bites,0.002607823,0.052419355,1,0,"Biryani, North Indian",Electronic City,Electronic City,Okay
4672,4672,Peace Restaurant,Casual Dining,0.007221665,0.092741935,1,0,"Chinese, Tibetan",Basavanagudi,Shanti Nagar,Okay
4674,4674,Peat & Fire,Quick Bites,0.002607823,0.133064516,0,0,North Indian,JP Nagar,JP Nagar,Okay
4681,4681,Pehla Niwala,Quick Bites,0.002674691,0.072580645,0,0,"North Indian, Momos",Electronic City,Electronic City,Okay
4689,4689,Pepper Grand.com,Casual Dining,0.00147108,0.112903226,1,0,North Indian,Sarjapur Road,Sarjapur Road,Okay
4693,4693,Peppers,Quick Bites,0.006218656,0.052419355,1,0,"North Indian, Chinese",Indiranagar,Ejipura,Okay
4698,4698,Perch,Quick Bites,0.002607823,0.0625,1,0,Italian,Bannerghatta Road,BTM,Okay
4699,4699,Peril Enthirikkunnu,Quick Bites,0.002607823,0.04233871,1,0,"Kerala, South Indian",Electronic City,Electronic City,Okay
4700,4700,Pet Full @ 99,Quick Bites,0.001270478,0.032258065,1,0,North Indian,Sarjapur Road,Sarjapur Road,Okay
4701,4701,Peter's Food Junction,Quick Bites,0.002607823,0.04233871,0,0,"Fast Food, Finger Food, Street Food",Indiranagar,Old Airport Road,Okay
4709,4709,Picnik,Quick Bites,0.002607823,0.052419355,1,0,"North Indian, Street Food, Beverages",Whitefield,Whitefield,Okay
4715,4715,Pindi Bangalore,Casual Dining,0.002607823,0.183467742,0,0,"North Indian, Chinese, Biryani, Street Food",Brookefield,Whitefield,Okay
4721,4721,Pita Pit,Quick Bites,0.002607823,0.112903226,1,0,"Healthy Food, Salad, Mexican, Beverages",Brookefield,Whitefield,Okay
4724,4724,Pizza Baker's,Quick Bites,0.000936142,0.08266129,1,0,"Pizza, Burger, Fast Food, Beverages",Brookefield,Marathahalli,Okay
4727,4727,Pizza Da Dhaba,Quick Bites,0.003744567,0.072580645,1,0,"Fast Food, Pizza",Bannerghatta Road,Bannerghatta Road,Okay
4728,4728,Pizza Home,Cafe,0.003878302,0.112903226,0,0,"Cafe, Pizza, Continental, South Indian",Marathahalli,Marathahalli,Okay
4729,4729,Pizza Hut,Casual Dining,0.028953527,0.143145161,1,0,"Pizza, Fast Food",Kalyan Nagar,Kalyan Nagar,Okay
4732,4732,Pizza On The Way,Quick Bites,0.002607823,0.052419355,0,0,Pizza,Bannerghatta Road,Bannerghatta Road,Okay
4733,4733,Pizza Palace,Quick Bites,0.002607823,0.052419355,1,0,"Pizza, Fast Food",Bannerghatta Road,Bommanahalli,Okay
4737,4737,Pizza Theatre,Quick Bites,0.002607823,0.072580645,0,0,"Pizza, Fast Food",Indiranagar,Thippasandra,Okay
4739,4739,PK Dhaba,Dhaba,0.002607823,0.04233871,1,0,"North Indian, Fast Food, Beverages",Basavanagudi,Marathahalli,Okay
4744,4744,Platter,Quick Bites,0.001604814,0.052419355,1,0,"Street Food, Juices",Church Street,Residency Road,Okay
4748,4748,Poha House,Quick Bites,0.002607823,0.032258065,1,0,Maharashtrian,Bannerghatta Road,BTM,Okay
4749,4749,Poha On Wheels,Quick Bites,0.002607823,0.012096774,1,0,Fast Food,Bellandur,Sarjapur Road,Okay
4751,4751,Polar Bear,Dessert Parlor,0.002607823,0.022177419,1,0,Ice Cream,Bannerghatta Road,CV Raman Nagar,Okay
4772,4772,Potful,Delivery,0.002607823,0.122983871,1,0,"Biryani, Kebab, Rolls, Mughlai",Whitefield,Whitefield,Okay
4777,4777,Potu's kitchen,Quick Bites,0.002607823,0.052419355,0,0,"Chinese, North Indian, Street Food, Rolls",JP Nagar,JP Nagar,Okay
4779,4779,Power House Pitstsa,Casual Dining,0.002607823,0.153225806,0,1,"Continental, Burger, Desserts, Sandwich, Italian, Pizza, Bakery, Salad",Indiranagar,Indiranagar,Okay
4780,4780,PR Kitchen,Quick Bites,0.002607823,0.0625,0,0,"South Indian, Chinese",Brookefield,Whitefield,Okay
4789,4789,Prashanth Grand,Quick Bites,0.000869274,0.052419355,0,0,"South Indian, North Indian, Chinese",Malleshwaram,Seshadripuram,Okay
4800,4800,Primal,Bar,0.001604814,0.455645161,0,0,"Finger Food, Continental",Koramangala 4th Block,Koramangala 6th Block,Okay
4805,4805,Priyadharshini Hotel,Quick Bites,0.002607823,0.032258065,0,0,"North Indian, South Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Okay
4807,4807,Promac Foods,"Takeaway, Delivery",0.002607823,0.04233871,0,0,"North Indian, South Indian",Residency Road,Shanti Nagar,Okay
4810,4810,PRS Indian Food Restaurant,Quick Bites,0.003209629,0.032258065,1,0,"Chinese, North Indian, South Indian",New BEL Road,Yeshwantpur,Okay
4819,4819,Pulla Reddy Sweets,Dessert Parlor,0.001404213,0.04233871,0,0,Mithai,Electronic City,Electronic City,Okay
4821,4821,Punjab Beat,Casual Dining,0.002607823,0.133064516,1,1,North Indian,Whitefield,Whitefield,Okay
4826,4826,Punjab Di Shaan,Casual Dining,0.002474089,0.08266129,1,0,North Indian,Bellandur,HSR,Okay
4830,4830,Punjab Zone,Quick Bites,0.008090939,0.072580645,1,0,North Indian,Marathahalli,Bellandur,Okay
4836,4836,Punjabi Daawat,Quick Bites,0.014710799,0.102822581,0,0,North Indian,"Byresandra,Tavarekere,Madiwala",BTM,Okay
4837,4837,Punjabi Dawat,Quick Bites,0.016516215,0.072580645,1,0,"North Indian, Chinese",Bellandur,Bellandur,Okay
4839,4839,Punjabi Dhaba And Family Restaurant,Quick Bites,0.002607823,0.04233871,0,0,"North Indian, Chinese",Electronic City,Electronic City,Okay
4841,4841,Punjabi Food Corner,Quick Bites,0.023537279,0.072580645,1,0,"North Indian, Chinese, Street Food",Bannerghatta Road,JP Nagar,Okay
4844,4844,Punjabi Handi,Quick Bites,0.001203611,0.072580645,1,0,"North Indian, Chinese",HSR,HSR,Okay
4846,4846,Punjabi Khana,Quick Bites,0.00073554,0.092741935,1,0,North Indian,Bellandur,Bellandur,Okay
4848,4848,Punjabi Kitchen,Quick Bites,0.004480107,0.092741935,1,0,North Indian,Whitefield,Whitefield,Okay
4851,4851,Punjabi Paratha House,Delivery,0.002607823,0.052419355,0,0,North Indian,Bellandur,Sarjapur Road,Okay
4852,4852,Punjabi Park,Quick Bites,0.001604814,0.072580645,1,0,"North Indian, Fast Food",Whitefield,Whitefield,Okay
4853,4853,Punjabi Phulka,Quick Bites,0.00441324,0.092741935,1,0,North Indian,Brookefield,Marathahalli,Okay
4857,4857,Punjabi Tadka,Casual Dining,0.013507188,0.072580645,0,0,"North Indian, Chinese",Marathahalli,Marathahalli,Okay
4860,4860,Punjabi Thadka,Quick Bites,0.002607823,0.072580645,0,0,North Indian,Brookefield,Brookefield,Okay
4863,4863,Punjabi Unplugged,Quick Bites,0.002607823,0.092741935,1,0,North Indian,Bannerghatta Road,Bannerghatta Road,Okay
4865,4865,Punjabites,"Takeaway, Delivery",0.002607823,0.072580645,1,0,"North Indian, Charcoal Chicken",Electronic City,Electronic City,Okay
4867,4867,Purani Dehli,Food Court,0.003945169,0.112903226,1,0,"North Indian, Street Food",Whitefield,Whitefield,Okay
4877,4877,Q3 Food Corner,Casual Dining,0.002607823,0.092741935,0,0,"South Indian, North Indian",New BEL Road,New BEL Road,Okay
4887,4887,Quick Bites,Quick Bites,0.002607823,0.032258065,1,0,Chinese,Whitefield,Whitefield,Okay
4899,4899,RAAT KI FOOD,"Takeaway, Delivery",0.002607823,0.052419355,0,0,"Chinese, Fast Food, North Indian",Indiranagar,Indiranagar,Okay
4905,4905,Raenss Cafe,Cafe,0.008425276,0.112903226,1,0,"Cafe, Fast Food, Chinese",Indiranagar,Indiranagar,Okay
4916,4916,Rahhams,Casual Dining,0.020461384,0.133064516,1,0,"Mughlai, North Indian, Chinese",Basavanagudi,Shanti Nagar,Okay
4920,4920,Raj Bhog,Quick Bites,0.002607823,0.092741935,1,0,"North Indian, Fast Food",Malleshwaram,Rajajinagar,Okay
4924,4924,Raj Sweets,Sweet Shop,0.002607823,0.032258065,0,0,"Mithai, Street Food",Brookefield,Whitefield,Okay
4927,4927,Rajan's Cafe,Quick Bites,0.005215647,0.052419355,0,0,"North Indian, Chinese, Fast Food",Old Airport Road,Domlur,Okay
4932,4932,Rajdhani Special Chole Bhature,Quick Bites,0.002607823,0.032258065,0,0,North Indian,JP Nagar,JP Nagar,Okay
4935,4935,Rajsi Rasoi,"Takeaway, Delivery",0.002607823,0.112903226,1,0,"North Indian, Chinese",HSR,South Bangalore,Okay
4936,4936,Rajtilak Sweets,"Quick Bites, Sweet Shop",0.001337345,0.04233871,1,0,"Street Food, Fast Food, Mithai",Sarjapur Road,Sarjapur Road,Okay
4939,4939,Rajwada Food,Quick Bites,0.001404213,0.052419355,1,0,North Indian,Marathahalli,Marathahalli,Okay
4945,4945,Ramdev Bhojnalaya,Quick Bites,0.001872284,0.032258065,0,0,"Rajasthani, Gujarati",Electronic City,Electronic City,Okay
4947,4947,Ramji Chaiwale,Quick Bites,0.001604814,0.04233871,1,0,"Beverages, Fast Food",Lavelle Road,Residency Road,Okay
4949,4949,Rana Vada Pav,Quick Bites,0.002607823,0.012096774,0,0,Street Food,Bannerghatta Road,BTM,Okay
4953,4953,Rangla Punjab,Quick Bites,0.020862588,0.08266129,1,0,"North Indian, Chinese",Bellandur,Bellandur,Okay
4955,4955,Rara Avis,"Takeaway, Delivery",0.002607823,0.072580645,0,0,"Kerala, Seafood, Biryani, Desserts",Electronic City,Electronic City,Okay
4957,4957,Rasana,Quick Bites,0.002607823,0.04233871,1,0,"Fast Food, North Indian",HSR,HSR,Okay
4969,4969,Rayalaseema Abhiruchulu,Quick Bites,0.002607823,0.04233871,0,0,"North Indian, South Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,Okay
4979,4979,RBP Greens Garden,Casual Dining,0.003142762,0.133064516,1,0,"North Indian, Chinese",Bannerghatta Road,BTM,Okay
4987,4987,Recipe Box,Quick Bites,0.002607823,0.072580645,1,0,"Chinese, Beverages",Electronic City,Electronic City,Okay
4988,4988,Red Bawarchi,Delivery,0.001270478,0.112903226,1,0,"Biryani, Chinese, North Indian",Koramangala 4th Block,Koramangala 7th Block,Okay
4989,4989,Red Chilli,Fine Dining,0.001136744,0.112903226,0,0,"Chinese, Thai",Brookefield,Brookefield,Okay
4991,4991,Red Chillies Restaurant,Quick Bites,0.001136744,0.022177419,0,0,"South Indian, Chinese",Brookefield,Marathahalli,Okay
5002,5002,Reddy's Hyderabadi Biryani,"Takeaway, Delivery",0.005015045,0.092741935,1,0,"Chinese, North Indian, South Indian, Biryani, Andhra",Electronic City,Electronic City,Okay
5013,5013,Rejoice The Taste Of Indore,Casual Dining,0.010631896,0.122983871,1,1,"North Eastern, Street Food",Kalyan Nagar,Hennur,Okay
5023,5023,Reyniks Flavours,Quick Bites,0.002607823,0.022177419,0,0,North Indian,Electronic City,Electronic City,Okay
5024,5024,Rice and Rolls,Quick Bites,0.004012036,0.092741935,0,0,"Arabian, Biryani, North Indian, Chinese, Fast Food",Koramangala 4th Block,Koramangala 6th Block,Okay
5025,5025,RICE BAR,Delivery,0.000601805,0.092741935,0,0,"North Indian, Biryani",Brookefield,Marathahalli,Okay
5026,5026,Rich Bowl,Quick Bites,0.002607823,0.08266129,1,0,"North Indian, Chinese, Seafood, Rolls",Old Airport Road,Thippasandra,Okay
5033,5033,Risalo Restaurant,Quick Bites,0.002607823,0.072580645,1,0,"North Indian, Chinese",Brookefield,Brookefield,Okay
5045,5045,RK Hotel,Quick Bites,0.002607823,0.052419355,0,0,"South Indian, Biryani",Malleshwaram,Rajajinagar,Okay
5055,5055,Roll Magic Fast Food,"Takeaway, Delivery",0.002607823,0.032258065,0,0,"Biryani, Rolls, Chinese",Banashankari,Banashankari,Okay
5068,5068,Rolls On Wheel,Quick Bites,0.001136744,0.052419355,0,0,"Fast Food, Rolls","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Okay
5069,5069,Rolls On Wheels,Quick Bites,0.010163825,0.052419355,0,0,"Fast Food, Rolls, Momos",Koramangala 4th Block,Koramangala 1st Block,Okay
5085,5085,Roti's Ghar,"Takeaway, Delivery",0.002607823,0.032258065,1,0,"North Indian, Juices",Bellandur,Bellandur,Okay
5091,5091,Royal Bakes,Bakery,0.002607823,0.032258065,0,0,Bakery,HSR,Koramangala 1st Block,Okay
5095,5095,Royal Biryani Center,Quick Bites,0.002607823,0.032258065,0,0,"Biryani, Fast Food",Basavanagudi,Jayanagar,Okay
5103,5103,Royal King Cafe,Cafe,0.002607823,0.072580645,0,0,"Cafe, Fast Food",JP Nagar,Kumaraswamy Layout,Okay
5111,5111,Royanna Military Canteen,Quick Bites,0.002607823,0.032258065,1,0,"South Indian, Biryani",Brigade Road,Brigade Road,Okay
5117,5117,RR Real Taste Of Bengaluru,Quick Bites,0.002607823,0.032258065,0,0,South Indian,Lavelle Road,Majestic,Okay
5118,5118,RR Taste Of Bangalore,Quick Bites,0.002607823,0.032258065,0,0,South Indian,Lavelle Road,Majestic,Okay
5121,5121,RS Shiv Sagar Express,Quick Bites,0.002607823,0.052419355,1,0,"South Indian, North Indian, Chinese, Fast Food",New BEL Road,New BEL Road,Okay
5127,5127,Ruchi's Corner,Quick Bites,0.008157807,0.032258065,1,0,Fast Food,Banashankari,Banashankari,Okay
5128,5128,Ruchi's Foodies Blast,"Takeaway, Delivery",0.002607823,0.04233871,0,0,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",BTM,Okay
5151,5151,S.S Bangali Restaurant,Quick Bites,0.002607823,0.052419355,0,0,"South Indian, North Indian","Byresandra,Tavarekere,Madiwala",BTM,Okay
5159,5159,Saatvikk,Casual Dining,0.008625878,0.122983871,0,0,"North Indian, South Indian, Continental",Brigade Road,Brigade Road,Okay
5169,5169,Sagar Fast Food,Quick Bites,0.002607823,0.04233871,1,0,"South Indian, North Indian, Street Food, Beverages",HSR,HSR,Okay
5178,5178,Sahodara Savi Ruchi,Quick Bites,0.002607823,0.022177419,1,0,South Indian,JP Nagar,JP Nagar,Okay
5179,5179,Sai Abhiruchi,Casual Dining,0.002607823,0.153225806,0,0,"Andhra, North Indian, Biryani",Bannerghatta Road,Bannerghatta Road,Okay
5184,5184,Sai Grand,Quick Bites,0.002607823,0.032258065,0,0,"South Indian, North Indian, Chinese",Electronic City,Electronic City,Okay
5191,5191,Sai Shiv Sagar,Food Court,0.000869274,0.052419355,0,0,"South Indian, North Indian",Bannerghatta Road,Bannerghatta Road,Okay
5192,5192,Sai Super Sandwich,Quick Bites,0.002607823,0.032258065,1,0,"Sandwich, Beverages",Banashankari,Banashankari,Okay
5196,5196,Sakshi,Casual Dining,0.002474089,0.102822581,1,0,"North Indian, Biryani, Chinese, Seafood",Bannerghatta Road,Bannerghatta Road,Okay
5200,5200,Salkara Malabar Kitchen,Quick Bites,0.002607823,0.052419355,0,0,"South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,Okay
5216,5216,Samosa Express,Quick Bites,0.001270478,0.022177419,1,0,Street Food,Brookefield,Marathahalli,Okay
5226,5226,Samruddhi - The Perfect Dine,Casual Dining,0.002607823,0.112903226,0,0,"South Indian, North Indian, Arabian, Continental",Rajajinagar,Basaveshwara Nagar,Okay
5227,5227,Samruddhi Biryani,Delivery,0.00294216,0.133064516,1,0,"Biryani, North Indian",Bannerghatta Road,Bannerghatta Road,Okay
5229,5229,Samrudhi,Casual Dining,0.001136744,0.08266129,0,0,"Andhra, Chinese, North Indian",Electronic City,Electronic City,Okay
5232,5232,Samudra Bar & Restaurant,"Casual Dining, Bar",0.002273487,0.153225806,0,0,"North Indian, Mughlai, Chinese",Malleshwaram,Seshadripuram,Okay
5238,5238,Sanchez Taqueria & Cantina,Casual Dining,0.002607823,0.153225806,0,0,"Mexican, Tex-Mex",Indiranagar,Indiranagar,Okay
5240,5240,Sandesh Restaurant,Quick Bites,0.000200602,0.0625,1,0,"Biryani, Chinese, North Indian, Bengali",Kammanahalli,Hennur,Okay
5241,5241,Sandesh Sweets & Chats,Quick Bites,0.008358409,0.0625,0,0,"South Indian, Street Food, Beverages",Electronic City,Electronic City,Okay
5245,5245,Sandwich Jn,Quick Bites,0.002607823,0.022177419,0,0,"Fast Food, Beverages",Electronic City,Electronic City,Okay
5248,5248,Sandwich Shop,Delivery,0.003075894,0.072580645,1,0,"Fast Food, Burger, Sandwich",Bannerghatta Road,JP Nagar,Okay
5265,5265,Sankranthi Veg Restaurant,Casual Dining,0.006753594,0.112903226,1,0,"South Indian, North Indian, Chinese",Bannerghatta Road,BTM,Okay
5276,5276,Santrupti Sagar,Quick Bites,0.00220662,0.052419355,0,0,"South Indian, Fast Food, North Indian",Bannerghatta Road,Bannerghatta Road,Okay
5280,5280,Sapthagiri Non Veg,Quick Bites,0.002607823,0.052419355,0,0,Fast Food,Rajajinagar,Basaveshwara Nagar,Okay
5283,5283,Sardaar Ka Chulla,Quick Bites,0.002607823,0.08266129,1,0,"North Indian, Mughlai",Marathahalli,Marathahalli,Okay
5285,5285,Sardar Tikka Singh,"Takeaway, Delivery",0.002607823,0.092741935,1,0,North Indian,Brookefield,Marathahalli,Okay
5288,5288,Sardarji Londonwaley,Delivery,0.002607823,0.08266129,0,0,North Indian,Bannerghatta Road,Bannerghatta Road,Okay
5310,5310,Savoury Restaurant,Casual Dining,0.055232364,0.153225806,1,0,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",Bellandur,Sarjapur Road,Okay
5312,5312,Sbarro,Food Court,0.017519224,0.092741935,1,0,Pizza,Whitefield,Whitefield,Okay
5327,5327,Seasons,Casual Dining,0.025342695,0.193548387,1,0,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",Electronic City,Electronic City,Okay
5339,5339,Seven Ate Nine,Casual Dining,0.002607823,0.133064516,1,0,"North Indian, Steak, South Indian","Byresandra,Tavarekere,Madiwala",HSR,Okay
5340,5340,Seven Spices - Manipal County,Casual Dining,0.002474089,0.173387097,0,0,"North Indian, Chinese, Continental",Electronic City,Electronic City,Okay
5345,5345,Shaadi Ki Biryani,Casual Dining,0.019725844,0.112903226,1,0,Biryani,Brigade Road,Commercial Street,Okay
5347,5347,Shaan-E-Punjab,Casual Dining,0.005549983,0.092741935,1,0,North Indian,Brookefield,"ITPL Main Road, Whitefield",Okay
5354,5354,Shahi Dasterkhwan,Quick Bites,0.000668673,0.072580645,0,0,"North Indian, Kebab, Mughlai",Koramangala 4th Block,Koramangala 6th Block,Okay
5365,5365,Shake The Shake,Beverage Shop,0.002607823,0.032258065,1,0,Juices,"Byresandra,Tavarekere,Madiwala",BTM,Okay
5368,5368,Shakes365,Beverage Shop,0.002607823,0.052419355,0,0,Beverages,Brookefield,Whitefield,Okay
5373,5373,Shan Restaurant,Casual Dining,0.001270478,0.072580645,1,0,"Kerala, Chinese, South Indian, North Indian",Brigade Road,Brigade Road,Okay
5375,5375,Shandys-The Beer Cocktail Hub,"Bar, Casual Dining",0.002607823,0.274193548,0,0,"North Indian, South Indian, Chinese, Italian",Electronic City,Electronic City,Okay
